model,experiment,task_type,seed,best_epoch,test_loss,test_metric,metric_name
ctrnn,traffic,regression,5,00000194,0.08446018,0.18950659,mae
lstm,cheetah,regression,1,00000078,2.49830532,0.69031376,mae
lstm,cheetah,regression,2,00000165,2.27327394,0.64639151,mae
lstm,cheetah,regression,3,00000081,2.44270492,0.68101311,mae
lstm,cheetah,regression,4,00000063,2.58101368,0.71685809,mae
lstm,cheetah,regression,5,00000069,2.60967278,0.72336078,mae
lstm,gesture,classification,1,076,1.34,61.08,accuracy
lstm,gesture,classification,2,058,1.06,63.82,accuracy
lstm,gesture,classification,3,152,1.59,59.48,accuracy
lstm,gesture,classification,4,034,1.03,62.99,accuracy
lstm,gesture,classification,5,101,1.52,55.17,accuracy
lstm,har,classification,1,078,0.11,96.71,accuracy
lstm,har,classification,2,197,0.11,97.80,accuracy
lstm,har,classification,3,188,0.14,97.53,accuracy
lstm,har,classification,4,175,0.12,97.56,accuracy
lstm,har,classification,5,189,0.15,96.63,accuracy
lstm,occupancy,classification,1,190,0.23,93.29,accuracy
lstm,occupancy,classification,2,183,0.22,93.94,accuracy
lstm,occupancy,classification,3,194,0.27,93.96,accuracy
lstm,occupancy,classification,4,196,0.68,88.80,accuracy
lstm,occupancy,classification,5,193,0.32,92.15,accuracy
lstm,ozone_fixed,classification,1,00000188,0.13283287,0.32752573,accuracy
lstm,ozone_fixed,classification,2,00000192,0.11347596,0.34199095,accuracy
lstm,ozone_fixed,classification,3,00000150,0.12965228,0.30731061,accuracy
lstm,ozone_fixed,classification,4,00000177,0.14446969,0.30136940,accuracy
lstm,ozone_fixed,classification,5,00000187,0.11320592,0.33579686,accuracy
lstm,person,classification,1,190,0.49,83.09,accuracy
lstm,person,classification,2,183,0.51,81.96,accuracy
lstm,person,classification,3,189,0.50,82.54,accuracy
lstm,person,classification,4,192,0.49,83.06,accuracy
lstm,person,classification,5,188,0.50,82.27,accuracy
lstm,power,regression,1,00000183,0.00058561,0.01584651,mae
lstm,power,regression,2,00000195,0.00057934,0.01582333,mae
lstm,power,regression,3,00000199,0.00058275,0.01577963,mae
lstm,power,regression,4,00000186,0.00058056,0.01564072,mae
lstm,power,regression,5,00000184,0.00059061,0.01589202,mae
lstm,smnist,classification,1,187,0.09,98.49,accuracy
lstm,smnist,classification,2,114,0.09,98.29,accuracy
lstm,smnist,classification,3,092,0.09,98.20,accuracy
lstm,smnist,classification,4,145,0.09,98.36,accuracy
lstm,smnist,classification,5,132,0.09,98.40,accuracy
lstm,traffic,regression,1,00000192,0.08251972,0.19044717,mae
lstm,traffic,regression,2,00000195,0.07589112,0.18294142,mae
lstm,traffic,regression,3,00000199,0.07725425,0.18464771,mae
lstm,traffic,regression,4,00000198,0.07572099,0.18058056,mae
lstm,traffic,regression,5,00000193,0.07479509,0.18036422,mae
ltc,cheetah,regression,1,00000084,2.16392279,0.59865135,mae
ltc,cheetah,regression,2,00000048,2.19897485,0.61279601,mae
ltc,cheetah,regression,3,00000157,2.25462484,0.60129952,mae
ltc,cheetah,regression,4,00000089,2.26304913,0.61501455,mae
ltc,cheetah,regression,5,00000177,2.26964402,0.61196083,mae
ltc,gesture,classification,1,162,1.08,66.63,accuracy
ltc,gesture,classification,2,189,1.23,69.79,accuracy
ltc,gesture,classification,3,199,1.03,65.56,accuracy
ltc,gesture,classification,4,177,1.23,62.60,accuracy
ltc,gesture,classification,5,189,0.89,70.90,accuracy
ltc,har,classification,1,057,0.18,95.59,accuracy
ltc,har,classification,2,023,0.16,96.39,accuracy
ltc,har,classification,3,041,0.20,96.22,accuracy
ltc,har,classification,4,014,0.16,95.96,accuracy
ltc,har,classification,5,041,0.22,95.54,accuracy
ltc,occupancy,classification,1,148,0.53,93.29,accuracy
ltc,occupancy,classification,2,164,0.33,92.85,accuracy
ltc,occupancy,classification,3,150,0.43,92.48,accuracy
ltc,occupancy,classification,4,180,0.51,93.72,accuracy
ltc,occupancy,classification,5,130,0.47,92.24,accuracy
ltc,ozone_fixed,classification,1,00000157,0.12403172,0.29326484,accuracy
ltc,ozone_fixed,classification,2,00000178,0.11781872,0.28476790,accuracy
ltc,ozone_fixed,classification,3,00000188,0.11150886,0.32186010,accuracy
ltc,ozone_fixed,classification,4,00000197,0.10950971,0.33177099,accuracy
ltc,ozone_fixed,classification,5,00000179,0.11244472,0.30728209,accuracy
ltc,person,classification,1,172,0.43,84.71,accuracy
ltc,person,classification,2,150,0.44,84.75,accuracy
ltc,person,classification,3,199,0.41,85.65,accuracy
ltc,person,classification,4,170,0.41,85.22,accuracy
ltc,person,classification,5,196,0.44,85.08,accuracy
ltc,power,regression,1,00000122,0.00057860,0.01561910,mae
ltc,power,regression,2,00000179,0.00055687,0.01543268,mae
ltc,power,regression,3,00000168,0.00055471,0.01525833,mae
ltc,power,regression,4,00000164,0.00056395,0.01546554,mae
ltc,power,regression,5,00000173,0.00054374,0.01517216,mae
ltc,smnist,classification,1,185,0.19,94.59,accuracy
ltc,smnist,classification,2,181,0.17,95.24,accuracy
ltc,smnist,classification,3,182,0.21,94.13,accuracy
ltc,smnist,classification,4,198,0.16,95.55,accuracy
ltc,smnist,classification,5,195,0.16,95.09,accuracy
ltc,traffic,regression,1,00000196,0.05808125,0.14910085,mae
ltc,traffic,regression,2,00000196,0.05991816,0.14647724,mae
ltc,traffic,regression,3,00000170,0.05666780,0.14499213,mae
ltc,traffic,regression,4,00000163,0.05789140,0.14701842,mae
ltc,traffic,regression,5,00000167,0.05658277,0.14356916,mae
node,cheetah,regression,1,00000078,3.21370387,0.85012758,mae
node,cheetah,regression,2,00000078,3.19478416,0.85151017,mae
node,cheetah,regression,3,00000079,3.52276754,0.91006005,mae
node,cheetah,regression,4,00000071,3.74363494,0.94140047,mae
node,cheetah,regression,5,00000058,3.68934083,0.94198024,mae
node,gesture,classification,1,034,1.65,46.42,accuracy
node,gesture,classification,2,111,1.55,43.13,accuracy
node,gesture,classification,3,175,2.12,44.72,accuracy
node,gesture,classification,4,088,1.69,43.26,accuracy
node,gesture,classification,5,188,1.67,50.14,accuracy
node,har,classification,1,176,0.19,95.45,accuracy
node,har,classification,3,191,0.14,96.25,accuracy
node,har,classification,4,164,0.19,95.64,accuracy
node,har,classification,5,175,0.18,95.15,accuracy
node,occupancy,classification,1,107,0.71,90.65,accuracy
node,occupancy,classification,2,182,1.36,88.04,accuracy
node,occupancy,classification,3,165,0.36,91.81,accuracy
node,occupancy,classification,4,119,0.67,91.01,accuracy
node,occupancy,classification,5,156,0.50,87.35,accuracy
node,ozone_fixed,classification,1,00000171,0.16072850,0.16346101,accuracy
node,ozone_fixed,classification,2,00000184,0.15078343,0.24936984,accuracy
node,ozone_fixed,classification,3,00000180,0.15394379,0.17808166,accuracy
node,ozone_fixed,classification,4,00000153,0.15106624,0.24109547,accuracy
node,ozone_fixed,classification,5,00000153,0.14447524,0.24195300,accuracy
node,person,classification,1,197,0.71,75.80,accuracy
node,person,classification,2,189,0.71,75.18,accuracy
node,person,classification,3,197,0.70,75.94,accuracy
node,person,classification,4,195,0.70,75.16,accuracy
node,person,classification,5,197,0.69,75.62,accuracy
node,power,regression,1,00000193,0.00099720,0.02017768,mae
node,power,regression,2,00000188,0.00120129,0.02146646,mae
node,power,regression,3,00000197,0.00142508,0.02321226,mae
node,power,regression,4,00000186,0.00139303,0.02338732,mae
node,power,regression,5,00000188,0.00112966,0.02116979,mae
node,smnist,classification,1,155,0.08,97.81,accuracy
node,smnist,classification,2,199,0.09,97.74,accuracy
node,smnist,classification,3,189,0.07,98.05,accuracy
node,smnist,classification,4,137,0.08,97.43,accuracy
node,smnist,classification,5,168,0.08,97.68,accuracy
node,traffic,regression,1,00000199,0.14662310,0.27651551,mae
node,traffic,regression,2,00000198,0.18851843,0.32366741,mae
node,traffic,regression,3,00000198,0.15624504,0.28672528,mae
node,traffic,regression,4,00000198,0.13926195,0.27034330,mae
node,traffic,regression,5,00000196,0.13657640,0.26583505,mae
srnn,cheetah,regression,1,00000196,2.16118050,0.60406178,mae
srnn,cheetah,regression,2,00000039,2.40311837,0.67503268,mae
srnn,cheetah,regression,3,00000155,2.11566687,0.60680526,mae
srnn,cheetah,regression,4,00000198,2.15880656,0.60861093,mae
srnn,cheetah,regression,5,00000089,2.17838526,0.61833191,mae
srnn,gesture,classification,1,180,1.71,56.77,accuracy
srnn,gesture,classification,2,186,1.58,58.92,accuracy
srnn,gesture,classification,3,016,1.11,58.09,accuracy
srnn,gesture,classification,4,040,1.19,55.66,accuracy
srnn,gesture,classification,5,093,1.40,58.92,accuracy
srnn,har,classification,1,199,0.22,95.25,accuracy
srnn,har,classification,2,199,0.20,96.36,accuracy
srnn,har,classification,3,173,0.19,96.34,accuracy
srnn,har,classification,4,129,0.17,96.49,accuracy
srnn,har,classification,5,034,0.14,96.29,accuracy
srnn,occupancy,classification,1,139,0.19,94.80,accuracy
srnn,occupancy,classification,2,186,0.17,94.57,accuracy
srnn,occupancy,classification,3,194,0.21,95.17,accuracy
srnn,occupancy,classification,4,152,0.21,93.52,accuracy
srnn,occupancy,classification,5,167,0.21,96.34,accuracy
srnn,ozone_fixed,classification,1,00000031,0.14976616,0.09169724,accuracy
srnn,ozone_fixed,classification,2,00000121,0.14969909,0.11844625,accuracy
srnn,ozone_fixed,classification,3,00000031,0.15038304,0.10013489,accuracy
srnn,ozone_fixed,classification,4,00000002,0.14995410,0.09599957,accuracy
srnn,ozone_fixed,classification,5,00000017,0.14984031,0.12428263,accuracy
srnn,person,classification,1,191,0.63,77.72,accuracy
srnn,person,classification,2,196,0.74,73.62,accuracy
srnn,person,classification,3,191,0.63,77.18,accuracy
srnn,person,classification,4,189,0.74,73.62,accuracy
srnn,person,classification,5,106,0.69,75.74,accuracy
srnn,power,regression,1,00000199,0.00071956,0.01718758,mae
srnn,power,regression,2,00000174,0.00067378,0.01649626,mae
srnn,power,regression,3,00000163,0.00070890,0.01715713,mae
srnn,power,regression,4,00000171,0.00073578,0.01735953,mae
srnn,power,regression,5,00000176,0.00074099,0.01711323,mae
srnn,smnist,classification,1,167,0.11,96.53,accuracy
srnn,smnist,classification,2,150,0.12,96.51,accuracy
srnn,smnist,classification,3,199,0.13,96.19,accuracy
srnn,smnist,classification,4,179,0.15,95.81,accuracy
srnn,smnist,classification,5,194,0.14,96.03,accuracy
srnn,traffic,regression,1,00000065,0.12424345,0.24925551,mae
srnn,traffic,regression,2,00000184,0.10219707,0.21992072,mae
srnn,traffic,regression,3,00000164,0.08484352,0.19348802,mae
srnn,traffic,regression,4,00000191,0.09517699,0.21242753,mae
srnn,traffic,regression,5,00000066,0.09694499,0.21210584,mae
